fecha,empresa,vendedor,producto,cantidad,precio,evento_especial
2022-12-16,58491,62,9001,1.0,5.04,0
2022-12-16,30648,62,8007C,2.0,2.53,0
2022-12-16,52840,76,9002,1.0,39.31,0
2022-12-16,52840,76,R10250,1.0,15.04,0
2022-12-16,52840,76,R10248,1.0,25.23,0
2022-12-16,52840,76,R10398,1.0,29.84,0
2022-12-16,27804,70,5705,1.0,65.28,0
2022-12-16,56300,62,5633,3.0,22.06,0
2022-12-16,27381,65,5750CHK,1.0,35.86,0
2022-12-16,58491,62,7112M,1.0,38.57,0
2022-12-16,27585,70,5609,2.0,24.73,0
2022-12-16,31404,62,8003C,2.0,1.99,0
2022-12-16,31404,62,8003K,2.0,3.11,0
2022-12-16,31404,62,8003M,2.0,2.04,0
2022-12-16,31404,62,8003Y,2.0,2.02,0
2022-12-16,31763,71,5033K,1.0,21.62,0
2022-12-16,27709,70,5660,3.0,12.39,0
2022-12-16,56252,71,SM1001,1.0,2.94,0
2022-12-16,27425,70,SM1001,32.0,2.74,0
2022-12-16,27735,70,5286,1.0,147.95,0
2022-12-16,55808,62,5600,1.0,13.87,0
2022-12-16,23666,76,8007C,1.0,2.37,0
2022-12-16,23666,76,8007K,1.0,2.36,0
2022-12-16,23666,76,8007M,1.0,2.37,0
2022-12-16,23666,76,8007Y,1.0,2.44,1
2022-12-16,33435,62,SM1011,463.0,0.49,1
2022-12-16,19595,105,6003,6.0,45.18,1
2022-12-16,20963,105,8020K,1.0,12.15,0
2022-12-16,20963,105,9100,1.0,2.01,0
2022-12-16,20963,105,8020K,1.0,12.09,1
2022-12-16,27280,70,R10760,1.0,13.04,1
2022-12-16,27585,70,5707,2.0,37.45,0
2022-12-16,27975,70,5034M,1.0,21.55,0
2022-12-16,27585,70,5227,2.0,52.92,0
2022-12-16,58776,72,5607,1.0,12.26,1
2022-12-16,31369,62,5622CH,1.0,53.08,1
2022-12-16,20963,105,9100,1.0,1.97,1
2022-12-16,20963,105,8020K,1.0,12.02,0
2022-12-16,27687,70,7026,2.0,28.65,0
2022-12-16,33248,105,5607,1.0,20.21,0
2022-12-16,23361,76,SM1001,9.0,3.0,1
2022-12-16,21772,105,5728XCH,1.0,36.43,1
2022-12-16,19033,105,8999,1.0,13.77,0
2022-12-16,23797,76,6003,2.0,45.84,0
2022-12-16,25683,59,5653,1.0,23.64,1
2022-12-16,27280,70,R10051,1.0,8.09,0
2022-12-16,25645,59,3801,1.0,19.82,0
2022-12-16,58828,75,8912,1.0,1.71,0
2022-12-16,23022,76,4701,1.0,299.14,1
2022-12-16,58829,70,5034C,4.0,18.26,0
2022-12-16,58829,70,5034K,4.0,18.34,0
2022-12-16,58829,70,5034M,4.0,18.45,0
2022-12-16,23666,76,8020K,1.0,6.89,0
2022-12-16,25807,59,6003,2.0,48.73,1
2022-12-16,25807,59,3805,1.0,19.78,1
2022-12-16,25807,59,9001,1.0,4.0,0
2022-12-16,31240,62,SM1004,2.0,2.99,0
2022-12-16,27975,70,5727X,1.0,35.53,0
2022-12-16,58829,70,5034Y,4.0,18.43,0
2022-12-16,27280,70,R10760,1.0,12.88,1
2022-12-16,22867,76,6001,6.0,54.1,0
2022-12-16,31640,71,5626CHK,1.0,35.52,1
2022-12-16,31640,71,5626CHC,1.0,35.44,0
2022-12-16,31640,71,5626CHY,1.0,35.15,0
2022-12-16,31640,71,5626CHM,1.0,34.85,0
2022-12-16,58036,65,R10212,1.0,47.95,0
2022-12-16,20670,105,3801,1.0,19.99,0
2022-12-16,58151,76,T10160,1.0,40.01,0
2022-12-16,58633,76,6006X,1.0,75.18,0
2022-12-16,25686,59,5626CHC,1.0,38.59,0
2022-12-16,55156,64,3013Y,1.0,3.46,1
2022-12-16,25686,59,5626CHM,1.0,37.59,0
2022-12-16,56478,59,8704Y,1.0,42.0,0
2022-12-16,56478,59,8704K,1.0,41.9,0
2022-12-16,56478,59,SM1001,3.0,3.2,0
2022-12-16,26513,72,5749,3.0,35.6,0
2022-12-16,55156,64,3013C,1.0,3.46,0
2022-12-16,55156,64,3013M,1.0,3.38,1
2022-12-16,55156,64,3013Y,1.0,3.34,0
2022-12-16,58491,62,7112K,1.0,34.11,1
2022-12-16,58491,62,7112C,1.0,37.97,0
2022-12-16,27902,71,R10200,2.0,17.14,0
2022-12-16,25686,59,5626CHY,1.0,38.11,0
2022-12-16,55156,64,3013M,1.0,3.37,0
2022-12-16,56478,59,8704C,1.0,41.64,0
2022-12-16,27735,70,SM1001,9.0,2.82,1
2022-12-16,27280,70,R10552,1.0,7.02,0
2022-12-16,55156,64,3013C,1.0,3.4,0
2022-12-16,20697,62,5728,3.0,16.85,0
2022-12-16,27100,72,5680XC,1.0,36.15,0
2022-12-16,27100,72,5680XK,4.0,35.38,0
2022-12-16,27100,72,5680XM,1.0,35.36,0
2022-12-16,27100,72,5680XY,1.0,35.73,0
2022-12-16,23361,76,5639U,2.0,25.32,0
2022-12-16,55155,64,5665,1.0,20.87,1
2022-12-16,58824,105,R10420,1.0,6.91,1
2022-12-16,58823,104,8001C,1.0,3.55,0
2022-12-16,23361,76,5639,6.0,19.82,0
2022-12-16,58823,104,8001M,1.0,3.49,1
2022-12-16,58823,104,8001Y,1.0,3.48,0
2022-12-16,57602,75,5665,1.0,26.66,0
2022-12-16,19902,105,5601,1.0,21.92,0
2022-12-16,27709,70,5727L,3.0,21.71,0
2022-12-16,27034,72,5665,2.0,17.36,0
2022-12-16,23927,76,7670K,1.0,110.85,0
2022-12-16,58823,104,8001K,1.0,3.55,0
2022-12-16,23927,76,7670K,1.0,111.9,1
2022-12-17,28524,70,5728CH,2.0,42.31,0
2022-12-17,31038,62,5626CHK,1.0,50.72,0
2022-12-17,31038,62,5626CHC,1.0,49.21,0
2022-12-17,31038,62,5626CHY,1.0,50.07,0
2022-12-17,31038,62,5626CHM,1.0,49.87,0
2022-12-17,30763,62,R10212,6.0,41.47,0
2022-12-17,58837,104,8001Y,1.0,3.5,0
2022-12-17,19960,105,5255,1.0,32.27,0
2022-12-17,30763,62,9001,1.0,5.09,0
2022-12-17,58655,75,6007K,1.0,69.11,1
2022-12-17,28524,70,9001,1.0,4.95,0
2022-12-17,31404,62,5034Y,1.0,14.4,0
2022-12-17,31160,62,5648X,2.0,12.66,1
2022-12-17,30763,62,R10582,1.0,190.31,0
2022-12-17,31404,62,5034C,1.0,14.55,0
2022-12-17,31603,71,9100,1.0,2.68,0
2022-12-17,58826,62,R10420,1.0,7.9,0
2022-12-17,31212,62,6006U,3.0,89.74,1
2022-12-17,28589,70,5681C,1.0,19.16,0
2022-12-17,28299,70,7111K,2.0,35.01,0
2022-12-17,26087,59,9001,1.0,3.54,0
2022-12-17,28299,70,7111C,1.0,38.2,1
2022-12-17,55808,62,5607,1.0,13.75,0
2022-12-17,56999,105,3801,4.0,19.7,0
2022-12-17,31603,71,5600,1.0,25.02,1
2022-12-17,19960,105,5098M,1.0,35.68,0
2022-12-17,58839,105,T10130,1.0,23.58,0
2022-12-17,58826,62,8100K,1.0,6.19,0
2022-12-17,58826,62,8100C,1.0,6.13,0
2022-12-17,58826,62,8100M,1.0,6.3,0
2022-12-17,58826,62,8100Y,1.0,6.19,0
2022-12-17,19960,105,5098C,1.0,34.74,0
2022-12-17,31803,71,5636Y,1.0,21.3,0
2022-12-17,25979,59,5221X,2.0,58.93,0
2022-12-17,30624,62,4703,10.0,75.24,0
2022-12-17,58842,75,7114M,1.0,40.09,1
2022-12-17,22752,76,4708,1.0,334.04,1
2022-12-17,22181,105,4076,3.0,66.82,0
2022-12-17,56485,75,5727L,1.0,30.25,1
2022-12-17,22442,105,5601,1.0,20.94,0
2022-12-17,58841,104,8001K,1.0,3.41,0
2022-12-17,26087,59,7019,1.0,22.3,0
2022-12-17,58840,105,T10110,1.0,100.72,1
2022-12-17,58840,105,T10130,1.0,24.37,0
2022-12-17,58840,105,8999,1.0,15.03,0
2022-12-17,58839,105,8020K,1.0,8.8,0
2022-12-17,58839,105,8020C,1.0,8.52,0
2022-12-17,58839,105,8020Y,1.0,8.64,1
2022-12-17,58839,105,8020M,1.0,8.69,1
2022-12-17,26513,72,R10340,3.0,126.84,0
2022-12-17,58838,72,8007M,1.0,3.32,0
2022-12-17,58838,72,8007Y,1.0,3.27,0
2022-12-17,30624,62,3802,4.0,18.31,0
2022-12-17,30624,62,6007K,4.0,55.33,0
2022-12-17,30624,62,6007Y,2.0,57.35,0
2022-12-17,30624,62,3801,14.0,13.13,0
2022-12-17,30624,62,6007M,3.0,56.16,0
2022-12-17,30624,62,6007C,1.0,55.48,0
2022-12-17,22664,76,5727L,1.0,20.06,0
2022-12-17,30624,62,4705,7.0,142.25,0
2022-12-17,30624,62,T10110,3.0,73.31,0
2022-12-17,30624,62,4076,17.0,54.0,1
2022-12-17,30624,62,6003,5.0,39.17,0
2022-12-17,31324,62,SM1004,103.0,3.23,1
2022-12-17,58838,72,8007K,1.0,3.21,0
2022-12-17,58838,72,8007C,1.0,3.23,0
2022-12-17,30624,62,T10114,2.0,122.71,0
2022-12-17,27422,70,6006X,2.0,69.79,0
2022-12-17,22105,105,SM1001,93.0,2.55,0
2022-12-17,30690,62,8100K,2.0,6.22,0
2022-12-17,58837,104,8001K,1.0,3.5,0
2022-12-17,58837,104,8001M,1.0,3.46,1
2022-12-17,56294,70,5675-11K,1.0,35.9,0
2022-12-17,56294,70,9100,1.0,2.65,0
2022-12-17,26511,72,5727L,1.0,17.1,0
2022-12-17,58832,72,5750CHK,2.0,55.5,0
2022-12-17,55896,75,SM1001,10.0,2.85,0
2022-12-17,55896,75,5626CHC,1.0,49.1,0
2022-12-17,55896,75,5728XCH,1.0,68.74,1
2022-12-17,23050,76,5286,1.0,132.52,1
2022-12-17,55384,64,8020K,1.0,5.4,0
2022-12-17,27928,70,5626CHK,1.0,50.27,0
2022-12-17,52588,64,7101M,1.0,41.25,0
2022-12-17,52588,64,9001,1.0,3.45,0
2022-12-17,32367,64,5675-11K,1.0,22.85,0
2022-12-17,58833,105,SM1012,2.0,0.51,1
2022-12-17,23043,76,5313U,1.0,101.46,1
2022-12-17,22698,76,7019,2.0,30.0,1
2022-12-17,54812,70,5718U,2.0,126.09,0
2022-12-17,28589,70,5681K,3.0,18.62,0
2022-12-17,28589,70,5681C,1.0,19.14,0
2022-12-17,28589,70,5681Y,1.0,18.63,0
2022-12-17,28589,70,5681M,1.0,18.63,0
2022-12-17,58651,65,5676X,27.0,21.37,0
2022-12-17,52588,64,7101Y,1.0,41.47,0
2022-12-17,22698,70,5653X,1.0,33.5,1
2022-12-17,56300,62,5705,3.0,24.8,0
2022-12-17,52588,64,7101C,1.0,41.17,0
2022-12-17,30690,62,8102K,2.0,6.33,1
2022-12-17,58837,104,8001C,1.0,3.43,0
2022-12-17,58835,105,5302Y,1.0,84.2,0
2022-12-17,52840,76,4550,1.0,677.2,1
2022-12-17,23504,76,5626CHM,1.0,50.9,0
2022-12-17,23504,76,5626CHY,1.0,50.27,0
2022-12-17,23504,76,5626CHC,1.0,49.58,1
2022-12-17,23504,76,5626CHK,1.0,49.51,0
2022-12-17,23641,76,5660,3.0,14.78,0
2022-12-17,23641,76,5710,1.0,15.24,0
2022-12-17,22030,59,7106K,1.0,39.52,0
2022-12-17,22030,59,7106Y,1.0,40.4,1
2022-12-17,22030,59,7106M,1.0,39.58,1
2022-12-17,22030,59,7106C,1.0,40.79,1
2022-12-17,22664,76,5033M,1.0,24.66,0
2022-12-17,28589,70,5681K,3.0,18.92,1
2022-12-17,27400,65,R10141,1.0,6.88,0
2022-12-17,27400,65,R10053,1.0,7.06,0
2022-12-17,33400,64,5221,5.0,59.15,1
2022-12-17,33400,64,5227X,5.0,47.58,1
2022-12-17,23764,76,5727L,1.0,20.11,0
2022-12-17,22664,76,5727L,1.0,19.79,0
2022-12-17,23190,76,5286,1.0,132.23,0
2022-12-17,52588,64,9001,1.0,3.48,0
2022-12-17,52588,64,7101K,1.0,41.36,0
2022-12-17,28589,70,5681K,3.0,19.11,1
2022-12-17,28589,70,5681C,1.0,19.07,0
2022-12-17,57383,72,SM1001,1.0,3.04,0
2022-12-17,28589,70,5681M,1.0,19.38,0
2022-12-17,23503,76,5227,2.0,61.07,0
2022-12-17,23503,76,5718U,1.0,151.01,0
2022-12-17,23503,76,5723Y,1.0,49.36,0
2022-12-17,23503,76,9001,1.0,4.91,0
2022-12-17,28589,70,5681Y,1.0,19.3,0
2022-12-17,27059,72,8001C,1.0,3.22,0
2022-12-17,27059,72,8001Y,1.0,3.23,1
2022-12-17,27059,72,8001M,1.0,3.29,0
2022-12-17,30697,62,5608,1.0,33.6,0
2022-12-17,30697,62,5639,1.0,32.76,0
2022-12-17,27375,65,8004K,1.0,3.52,0
2022-12-17,29183,105,8002K,2.0,3.75,0
2022-12-17,29183,105,8007M,2.0,3.71,0
2022-12-17,29183,105,8007Y,2.0,3.79,0
2022-12-17,29183,105,8001K,2.0,3.56,0
2022-12-17,20479,105,1076,1.0,3.63,0
2022-12-17,58825,62,8100K,1.0,6.34,0
2022-12-17,58825,62,8100C,1.0,6.26,0
2022-12-17,58825,62,8100M,1.0,6.11,0
2022-12-17,58825,62,8100Y,1.0,6.17,0
2022-12-17,58825,62,R10420,1.0,7.91,1
2022-12-17,30690,62,8101K,2.0,6.31,0
2022-12-17,29183,105,8007C,2.0,3.7,1
2022-12-17,27375,65,8004Y,1.0,3.55,0
2022-12-17,27059,72,8001K,1.0,3.31,0
2022-12-17,25787,59,8999,1.0,13.12,0
2022-12-17,23351,76,R9998,1.0,270.97,1
2022-12-17,27375,65,8004C,1.0,3.49,0
2022-12-17,52805,105,8101Y,1.0,4.95,0
2022-12-17,52805,105,8101M,1.0,5.0,0
2022-12-17,52805,105,8101K,1.0,5.1,0
2022-12-17,52805,105,9002,1.0,34.75,0
2022-12-17,32203,71,8020K,6.0,8.38,0
2022-12-17,32121,71,5034Y,1.0,20.77,0
2022-12-17,27375,65,8004M,1.0,3.49,0
2022-12-17,52805,105,8101C,1.0,5.06,0
2022-12-17,30317,75,5601,1.0,25.96,0
2022-12-18,52840,76,6006X,2.0,69.96,0
2022-12-18,52840,76,6006U,1.0,81.03,0
2022-12-18,58845,70,5750CHC,1.0,50.08,0
2022-12-18,52840,76,5676,1.0,25.44,0
2022-12-18,58845,70,5750CHY,1.0,50.28,1
2022-12-18,28589,70,7101K,1.0,35.75,1
2022-12-18,28589,70,7101C,1.0,38.38,0
2022-12-18,55877,76,7020,1.0,30.57,0
2022-12-18,58845,70,5750CHM,1.0,50.21,0
2022-12-18,23138,76,R10137,2.0,188.85,0
2022-12-18,25863,59,5650,1.0,24.6,0
2022-12-18,55368,64,T10110,1.0,81.04,0
2022-12-18,58845,70,5750CHM,1.0,50.35,1
2022-12-18,30477,75,R10749,1.0,19.9,0
2022-12-18,58845,70,5750CHY,1.0,50.86,0
2022-12-18,58845,70,5750CHC,1.0,49.95,0
2022-12-18,58845,70,5750CHK,1.0,49.5,0
2022-12-18,27059,72,8001M,1.0,3.29,0
2022-12-18,27059,72,8001Y,1.0,3.32,0
2022-12-18,27059,72,8001C,1.0,3.25,1
2022-12-18,27059,72,8001K,1.0,3.3,0
2022-12-18,30998,62,5660,1.0,14.93,1
2022-12-18,28589,70,7101M,1.0,39.08,0
2022-12-18,58845,70,5750CHY,1.0,49.86,0
2022-12-18,25953,59,5607,1.0,9.88,0
2022-12-18,58845,70,5750CHK,1.0,49.24,0
2022-12-18,58847,75,5600,1.0,26.12,0
2022-12-18,58846,105,R10420,1.0,6.9,0
2022-12-18,28589,70,5718U,1.0,127.9,0
2022-12-18,55802,72,SM1001,1.0,3.02,0
2022-12-18,20205,105,8007Y,1.0,3.69,0
2022-12-18,20205,105,8007C,1.0,3.78,1
2022-12-18,20205,105,8007M,1.0,3.82,1
2022-12-18,20205,105,8002K,1.0,3.74,0
2022-12-18,20205,105,SM1004,1.0,3.03,1
2022-12-18,20205,105,8999,1.0,14.78,0
2022-12-18,30768,62,5696,1.0,24.77,1
2022-12-18,30768,62,R10739,1.0,98.61,0
2022-12-18,58818,65,9001,1.0,3.44,0
2022-12-18,58818,65,5635,1.0,24.82,1
2022-12-18,30998,62,5607,1.0,15.73,0
2022-12-18,58845,70,5750CHK,1.0,50.58,1
2022-12-18,30877,62,6106U,1.0,39.7,1
2022-12-18,55446,64,3801,1.0,19.66,0
2022-12-18,23641,76,8001C,5.0,2.17,0
2022-12-18,28329,70,5639X,1.0,17.74,1
2022-12-18,55843,64,R10053,6.0,6.02,0
2022-12-18,30774,62,9001,1.0,4.95,0
2022-12-18,30774,62,R10478,1.0,107.69,0
2022-12-18,52226,105,2048SG,5.0,3.87,0
2022-12-18,58845,70,5750CHC,1.0,49.07,0
2022-12-18,58845,70,5750CHM,1.0,49.65,0
2022-12-18,52226,105,3013K,2.0,4.43,0
2022-12-18,27252,65,R10051,1.0,4.91,0
2022-12-18,52226,105,3013M,2.0,3.62,0
2022-12-18,28635,70,9001,1.0,7.09,0
2022-12-18,56502,62,5810K,1.0,28.5,0
2022-12-18,52576,105,8003M,1.0,3.69,0
2022-12-18,52226,105,3013Y,2.0,3.6,0
2022-12-18,52576,105,8003Y,1.0,3.72,0
2022-12-18,52576,105,8003K,1.0,3.76,1
2022-12-18,52576,105,8995,1.0,15.28,0
2022-12-18,28635,70,5728CH,9.0,44.67,0
2022-12-18,31131,62,7609H,1.0,134.09,0
2022-12-18,26177,59,5719A,1.0,48.13,0
2022-12-18,55368,64,5676,4.0,20.12,0
2022-12-18,55368,64,5660,2.0,12.34,0
2022-12-18,22664,76,5745CHC,1.0,34.9,0
2022-12-18,22664,76,5745CHM,1.0,35.23,1
2022-12-18,22664,76,5745CHY,1.0,35.49,0
2022-12-18,22664,76,6003,1.0,44.88,0
2022-12-18,31131,62,7700X,1.0,178.78,0
2022-12-18,22664,76,4091,2.0,188.37,0
2022-12-18,18852,105,5600,3.0,11.24,0
2022-12-18,28528,70,9002,1.0,40.77,1
2022-12-18,21100,105,8904,5.0,2.46,0
2022-12-18,26177,59,8912,9.0,1.02,0
2022-12-18,55456,64,5660,1.0,18.7,0
2022-12-18,30998,62,5676,1.0,25.49,0
2022-12-18,55249,64,3801,1.0,20.26,0
2022-12-18,54812,70,5740XK,1.0,69.92,0
2022-12-18,28034,70,5665,1.0,25.2,0
2022-12-18,28034,70,9100,1.0,2.69,0
2022-12-18,55384,64,5665,1.0,16.05,1
2022-12-18,55457,64,7027C,1.0,35.13,0
2022-12-18,55457,64,7027K,1.0,35.37,1
2022-12-18,55457,64,7027M,1.0,34.67,0
2022-12-18,25882,59,5750CHK,1.0,50.51,0
2022-12-18,27245,65,7112K,2.0,40.42,1
2022-12-18,27245,65,7112C,1.0,37.83,0
2022-12-18,27245,65,7112M,1.0,38.18,0
2022-12-18,28528,70,R10104,1.0,126.19,0
2022-12-18,54812,70,5740XM,1.0,69.25,0
2022-12-18,26169,59,8007K,2.0,2.51,0
2022-12-18,52576,105,8003C,1.0,3.77,0
2022-12-18,55093,70,9001,1.0,5.08,0
2022-12-18,30211,75,8020K,1.0,9.87,1
2022-12-18,31600,71,SM1001,5.0,2.78,0
2022-12-18,52499,105,8001K,1.0,2.49,0
2022-12-18,56502,62,5810K,1.0,28.42,0
2022-12-18,26513,72,R10749,1.0,13.26,0
2022-12-18,55093,70,5104C,1.0,72.58,0
2022-12-18,25953,59,R10222,1.0,14.95,0
2022-12-18,30768,62,R10090,1.0,4.99,0
2022-12-18,27245,65,7112Y,1.0,37.57,0
2022-12-18,27700,70,6003,3.0,52.96,0
2022-12-18,27245,65,9001,1.0,4.92,0
2022-12-18,27252,65,R10212,1.0,48.36,0
2022-12-18,27252,65,R10228,1.0,12.05,0
2022-12-18,27252,65,9001,1.0,3.95,0
2022-12-18,28223,70,3802,2.0,20.71,1
2022-12-18,28223,70,9001,1.0,4.36,1
2022-12-18,31355,62,8912,11.0,0.98,0
2022-12-18,31355,62,SM1003,159.0,0.88,0
2022-12-18,31355,62,SM1011,153.0,0.49,0
2022-12-18,56356,105,3801,1.0,19.82,0
2022-12-18,27252,65,R10345,1.0,95.09,0
2022-12-18,27700,70,3801,3.0,20.23,1
2022-12-18,52226,105,3013C,2.0,3.61,1
2022-12-18,26075,59,7111Y,3.0,38.24,0
2022-12-18,27445,70,5653X,1.0,32.59,0
2022-12-18,56502,62,5810K,1.0,28.33,0
2022-12-18,30583,75,3802,1.0,30.16,0
2022-12-18,27381,65,SM1004,10.0,2.98,1
2022-12-18,27381,65,5727L,4.0,25.23,0
2022-12-18,27381,65,6003,4.0,48.77,0
2022-12-18,19927,105,8102C,1.0,4.99,0
2022-12-18,19927,105,8102Y,1.0,4.95,0
2022-12-18,19927,105,8102M,1.0,4.97,0
2022-12-18,19927,105,8102K,1.0,4.93,0
2022-12-18,58242,62,9002,1.0,30.15,0
2022-12-18,21807,105,3802,1.0,30.19,0
2022-12-18,26075,59,7111M,4.0,38.4,1
2022-12-18,26075,59,7111K,2.0,37.79,1
2022-12-18,26075,59,7111C,4.0,38.27,0
2022-12-19,27876,70,5653,2.0,8.11,0
2022-12-19,27876,70,5639,53.0,12.15,0
2022-12-19,27876,70,5653,50.0,8.01,0
2022-12-19,23362,76,6006X,2.0,76.09,1
2022-12-19,20663,105,3801,1.0,25.01,1
2022-12-19,58844,65,R10242,7.0,11.83,0
2022-12-19,22786,76,SM1004,9.0,3.64,1
2022-12-19,23641,76,5635,1.0,19.69,0
2022-12-19,51370,105,5033K,1.0,20.91,0
2022-12-19,51370,105,5033C,1.0,21.18,0
2022-12-19,31662,71,5730K,2.0,65.25,0
2022-12-19,55156,64,3013M,1.0,3.34,0
2022-12-19,55156,64,3013C,1.0,3.42,0
2022-12-19,58838,72,8007M,1.0,3.25,0
2022-12-19,58838,72,8007Y,1.0,3.27,0
2022-12-19,58844,65,R10240,1.0,12.01,0
2022-12-19,58844,65,R10238,1.0,12.21,0
2022-12-19,58844,65,R10115,2.0,5.06,0
2022-12-19,58844,65,R10245,6.0,7.87,0
2022-12-19,58852,59,R10512,1.0,35.1,0
2022-12-19,58844,65,R10089,6.0,5.07,0
2022-12-19,28643,70,6001U,2.0,58.89,0
2022-12-19,31640,71,5229X,1.0,122.5,1
2022-12-19,55267,64,5707,1.0,30.02,1
2022-12-19,31355,62,SM1003,47.0,0.88,0
2022-12-19,18454,104,3801,1.0,15.06,0
2022-12-19,18454,104,5286,1.0,130.3,1
2022-12-19,23797,76,5665,2.0,20.26,0
2022-12-19,23797,76,5710,1.0,14.89,0
2022-12-19,54812,70,9001,2.0,4.9,0
2022-12-19,54812,70,5227,3.0,59.57,0
2022-12-19,54812,70,5746X,1.0,179.84,1
2022-12-19,51853,105,1005X,2.0,2.46,0
2022-12-19,29798,75,SM1004,2.0,3.26,0
2022-12-19,58853,105,7111C,1.0,39.22,1
2022-12-19,58853,105,7111K,3.0,36.5,0
2022-12-19,58853,105,7015,3.0,32.48,1
2022-12-19,29657,75,5626Y,1.0,27.27,0
2022-12-19,29657,75,5626M,1.0,27.11,1
2022-12-19,29657,75,5626K,1.0,26.82,0
2022-12-19,29657,75,5626C,1.0,26.95,0
2022-12-19,28643,70,9001,1.0,5.07,0
2022-12-19,28643,70,3802,2.0,21.52,0
2022-12-19,58853,105,SM1004,42.0,3.18,0
2022-12-19,21785,105,8001K,6.0,1.51,0
2022-12-19,25587,76,5810K,1.0,34.6,0
2022-12-19,21785,105,8001M,4.0,1.48,0
2022-12-19,22105,105,5681K,9.0,16.73,0
2022-12-19,22105,105,5681Y,6.0,16.71,0
2022-12-19,22105,105,5681M,6.0,17.15,0
2022-12-19,22105,105,5681C,6.0,16.73,0
2022-12-19,56807,72,3801,1.0,21.73,0
2022-12-19,25870,59,5638,2.0,26.01,0
2022-12-19,25870,59,5710,1.0,48.77,0
2022-12-19,25870,59,5665,1.0,21.13,0
2022-12-19,58849,72,3801,1.0,21.35,0
2022-12-19,26513,72,5750CHK,2.0,45.06,1
2022-12-19,26513,72,5750CHC,2.0,45.47,0
2022-12-19,26513,72,5750CHY,2.0,44.78,0
2022-12-19,58850,75,4537,1.0,188.29,0
2022-12-19,22786,76,5653,2.0,22.08,0
2022-12-19,23066,76,7104C,1.0,25.46,0
2022-12-19,52840,76,4078,2.0,49.06,1
2022-12-19,31704,71,3802,3.0,21.65,0
2022-12-19,25764,59,4703,1.0,85.91,1
2022-12-19,55471,64,R10420,1.0,7.11,0
2022-12-19,26905,72,SM1001,2.0,2.81,1
2022-12-19,33400,64,5728CH,2.0,30.15,0
2022-12-19,31640,71,SM1012,47.0,0.35,0
2022-12-19,30517,75,5711M,1.0,39.81,1
2022-12-19,22905,76,5034K,1.0,30.52,0
2022-12-19,22905,76,5034C,1.0,30.44,0
2022-12-19,22905,76,5034M,1.0,30.31,1
2022-12-19,31681,71,5605,1.0,27.98,0
2022-12-19,21609,105,2011,5.0,3.95,0
2022-12-19,58851,72,5710,1.0,28.44,0
2022-12-19,21785,105,8001Y,4.0,1.5,1
2022-12-19,31704,71,6001U,3.0,58.18,0
2022-12-19,23066,76,7104K,1.0,19.68,0
2022-12-19,26513,72,5750CHM,2.0,45.5,0
2022-12-19,23066,76,7104Y,1.0,24.93,1
2022-12-19,52515,105,5600,1.0,20.68,0
2022-12-19,52515,105,3801,2.0,20.1,0
2022-12-19,52515,105,5653,1.0,18.65,0
2022-12-19,52515,105,9100,1.0,2.97,0
2022-12-19,57385,75,T10051,2.0,114.01,0
2022-12-19,52260,105,R10137,30.0,179.23,0
2022-12-19,30862,62,5727L,1.0,32.54,0
2022-12-19,30862,62,5665,4.0,20.23,0
2022-12-19,30862,62,5656,4.0,20.1,0
2022-12-19,22822,76,5607,2.0,15.23,1
2022-12-19,58832,72,SM1001,11.0,2.77,0
2022-12-19,23043,76,5702K,3.0,20.38,1
2022-12-19,26104,59,5681C,1.0,20.38,0
2022-12-19,26104,59,5681M,1.0,20.09,1
2022-12-19,26104,59,5681Y,1.0,20.01,0
2022-12-19,26104,59,5681K,1.0,19.96,0
2022-12-19,26104,59,9001,1.0,3.43,0
2022-12-19,31321,62,5720K,1.0,52.08,0
2022-12-19,21785,105,8007K,5.0,1.5,0
2022-12-19,23066,76,7104M,1.0,24.78,0
2022-12-19,21785,105,8001C,4.0,1.5,0
2022-12-19,26643,72,5608,1.0,8.64,0
2022-12-19,58838,72,8007C,1.0,3.23,0
2022-12-19,21785,105,8007M,1.0,1.47,1
2022-12-19,21336,105,5653,1.0,20.21,0
2022-12-19,58838,72,8007K,1.0,3.29,1
2022-12-19,23066,76,7111M,1.0,29.89,0
2022-12-19,20663,105,5607,2.0,18.24,0
2022-12-19,23066,76,7111C,1.0,29.82,0
2022-12-20,19595,105,6003,5.0,45.44,0
2022-12-20,30624,62,T10160,140.0,33.42,1
2022-12-20,30648,62,SM1003,90.0,0.99,0
2022-12-20,30648,62,8007M,1.0,2.46,0
2022-12-20,30648,62,8007Y,1.0,2.46,0
2022-12-20,30648,62,8007K,1.0,2.45,1
2022-12-20,57865,70,T10110,1.0,101.85,0
2022-12-20,22000,59,6103,1.0,25.18,0
2022-12-20,58854,65,5665,2.0,24.8,0
2022-12-20,19596,105,5104M,1.0,72.69,1
2022-12-20,30648,62,SM1003,1.0,88.76,0
2022-12-20,30648,62,8007C,1.0,2.47,0
2022-12-20,19596,105,5302M,1.0,85.08,0
2022-12-20,32660,105,5665,4.0,18.98,0
2022-12-20,25898,59,R10552,2.0,4.5,0
2022-12-20,57865,70,T10110,1.0,99.4,0
2022-12-20,31122,62,5639U,1.0,16.32,0
2022-12-20,18852,105,5750CHK,1.0,42.59,0
2022-12-20,30648,62,SM1003,1.0,91.24,0
2022-12-20,20479,105,1076,1.0,3.19,0
